# IV File From Noise Measurements
# Captured with script ./srdp_noise_simple_yue by user rapidcool
# Sun Oct 24 17:22:20 EDT 2010
#
# Global parameters:
#
# Contents:
1.4996     0.096857   0.30175    0          0         
1.4899     0.078485   0.30613    0          0         
1.4795     0.060007   0.3128     0          0         
1.4697     0.040872   0.30371    0          0         
1.46       0.022378   0.3097     0          0         
1.4496     0.0035796  0.29583    0          0         
1.4398     -0.014609  0.30463    0          0         
1.4295     -0.034033  0.30866    0          0         
1.4197     -0.052496  0.30772    0          0         
1.4099     -0.071173  0.30071    0          0         
1.3995     -0.090124  0.29913    0          0         
1.3898     -0.10824   0.30828    0          0         
1.3794     -0.12734   0.3081     0          0         
1.3696     -0.1467    0.29934    0          0         
1.3599     -0.16393   0.30012    0          0         
1.3495     -0.18441   0.29842    0          0         
1.3397     -0.20219   0.3003     0          0         
1.33       -0.22092   0.30415    0          0         
1.3196     -0.24058   0.30039    0          0         
1.3098     -0.25858   0.30158    0          0         
1.2994     -0.27788   0.30424    0          0         
1.2897     -0.29632   0.30111    0          0         
1.2799     -0.31501   0.29772    0          0         
1.2695     -0.33425   0.30474    0          0         
1.2598     -0.35227   0.30041    0          0         
1.25       -0.37034   0.30114    0          0         
1.2396     -0.38962   0.30316    0          0         
1.2299     -0.40806   0.30247    0          0         
1.2195     -0.42714   0.29983    0          0         
1.2097     -0.44521   0.30348    0          0         
1.2        -0.46354   0.30216    0          0         
1.1896     -0.48292   0.2974     0          0         
1.1798     -0.50095   0.30352    0          0         
1.1694     -0.52041   0.30137    0          0         
1.1597     -0.53847   0.30132    0          0         
1.1499     -0.55651   0.30108    0          0         
1.1395     -0.5756    0.29983    0          0         
1.1298     -0.59357   0.3077     0          0         
1.12       -0.61152   0.29958    0          0         
1.1096     -0.63076   0.30493    0          0         
1.0999     -0.64885   0.30544    0          0         
1.0895     -0.66768   0.29931    0          0         
1.0797     -0.68535   0.30628    0          0         
1.0699     -0.70322   0.30049    0          0         
1.0596     -0.72217   0.29731    0          0         
1.0498     -0.74      0.30624    0          0         
1.0394     -0.7585    0.30065    0          0         
1.0297     -0.77608   0.29656    0          0         
1.0199     -0.79325   0.30019    0          0         
1.0095     -0.81161   0.30128    0          0         
0.99976    -0.82842   0.30316    0          0         
0.98999    -0.84493   0.30256    0          0         
0.97962    -0.86159   0.30813    0          0         
0.96985    -0.87513   0.30531    0          0         
0.95948    -0.8856    0.30465    0          0         
0.94971    -0.88933   0.30511    0          0         
0.93995    -0.88712   0.30444    0          0         
0.92957    -0.88118   0.30926    0          0         
0.9198     -0.87345   0.30204    0          0         
0.90943    -0.86368   0.30851    0          0         
0.89966    -0.85332   0.30761    0          0         
0.8899     -0.84168   0.3086     0          0         
0.87952    -0.82842   0.30772    0          0         
0.86975    -0.81513   0.30868    0          0         
0.85999    -0.80111   0.30583    0          0         
0.84961    -0.78576   0.30856    0          0         
0.83985    -0.77042   0.30677    0          0         
0.82947    -0.75318   0.3025     0          0         
0.81971    -0.73681   0.30493    0          0         
0.80994    -0.71952   0.30371    0          0         
0.79956    -0.70032   0.30599    0          0         
0.7898     -0.68171   0.30187    0          0         
0.77942    -0.66134   0.30522    0          0         
0.76966    -0.64127   0.30584    0          0         
0.75989    -0.62023   0.30463    0          0         
0.74952    -0.59722   0.30241    0          0         
0.73975    -0.57517   0.30758    0          0         
0.72998    -0.55193   0.30111    0          0         
0.71961    -0.52628   0.29928    0          0         
0.70984    -0.50144   0.30329    0          0         
0.69947    -0.47437   0.30502    0          0         
0.6897     -0.44768   0.30009    0          0         
0.67994    -0.42013   0.30061    0          0         
0.66956    -0.3891    0.29969    0          0         
0.65979    -0.35905   0.30149    0          0         
0.64942    -0.32603   0.30227    0          0         
0.63965    -0.29365   0.30293    0          0         
0.62989    -0.25994   0.30151    0          0         
0.61951    -0.2242    0.29797    0          0         
0.60974    -0.18775   0.3025     0          0         
0.59998    -0.15055   0.30291    0          0         
0.5896     -0.109     0.29781    0          0         
0.57984    -0.069128  0.30213    0          0         
0.56946    -0.02468   0.3028     0          0         
0.5597     0.018701   0.29997    0          0         
0.54993    0.064065   0.30491    0          0         
0.53956    0.11379    0.30468    0          0         
0.52979    0.16322    0.30163    0          0         
0.51941    0.21832    0.29897    0          0         
0.50965    0.27255    0.30222    0          0         
0.49988    0.32887    0.29774    0          0         
0.48951    0.39201    0.30827    0          0         
0.47974    0.4551     0.30084    0          0         
0.46997    0.52084    0.30463    0          0         
0.4596     0.59402    0.30474    0          0         
0.44983    0.66761    0.30274    0          0         
0.43946    0.75024    0.30314    0          0         
0.42969    0.83277    0.30059    0          0         
0.41993    0.9203     0.30639    0          0         
0.40955    1.0201     0.30656    0          0         
0.39978    1.1199     0.30665    0          0         
0.38941    1.2337     0.30224    0          0         
0.37964    1.348      0.30132    0          0         
0.36988    1.4744     0.30473    0          0         
0.3595     1.6199     0.30754    0          0         
0.34974    1.7709     0.30593    0          0         
0.33997    1.935      0.30265    0          0         
0.32959    2.1256     0.30558    0          0         
0.31983    2.3226     0.30645    0          0         
0.30945    2.5553     0.30114    0          0         
0.29969    2.8072     0.29811    0          0         
0.28992    3.0921     0.2951     0          0         
0.27954    3.4521     0.29705    0          0         
0.26978    3.873      0.30563    0          0         
0.2594     6.3782     0.30506    0          0         
0.24964    5.7054     0.30532    0          0         
0.23987    5.033      0.29658    0          0         
0.2295     4.3293     0.30027    0          0         
0.21973    3.666      0.30143    0          0         
0.20997    3.0025     0.30552    0          0         
0.19959    2.2968     0.30178    0          0         
0.18982    1.6395     0.3047     0          0         
0.17945    0.93412    0.30644    0          0         
0.16968    0.27371    0.30058    0          0         
0.15992    -0.38872   0.29463    0          0         
0.14954    -1.0804    0.2954     0          0         
0.13977    -1.7417    0.30808    0          0         
0.1294     -2.4428    0.30889    0          0         
0.11963    -3.1063    0.29905    0          0         
0.10987    -3.7632    0.29679    0          0         
0.099491   -4.4692    0.30929    0          0         
0.089725   -5.1321    0.30085    0          0         
0.07996    -5.7994    0.29722    0          0         
0.069584   -6.5004    0.30389    0          0         
0.059818   -7.1702    0.3032     0          0         
